player,player_id,position,team_name,player_game_count,base_dropbacks,blitz_accuracy_percent,blitz_aimed_passes,blitz_attempts,blitz_avg_depth_of_target,blitz_avg_time_to_throw,blitz_bats,blitz_big_time_throws,blitz_btt_rate,blitz_completion_percent,blitz_completions,blitz_def_gen_pressures,blitz_drop_rate,blitz_dropbacks,blitz_dropbacks_percent,blitz_drops,blitz_epa,blitz_first_downs,blitz_grades_coverage_defense,blitz_grades_defense,blitz_grades_defense_penalty,blitz_grades_hands_drop,blitz_grades_hands_fumble,blitz_grades_offense,blitz_grades_offense_penalty,blitz_grades_overall_tackle,blitz_grades_pass,blitz_grades_pass_route,blitz_grades_pass_rush_defense,blitz_grades_run,blitz_grades_snap,blitz_grades_tackle,blitz_hit_as_threw,blitz_interceptions,blitz_passing_snaps,blitz_positive_epa_percent,blitz_pressure_to_sack_rate,blitz_qb_rating,blitz_sack_percent,blitz_sacks,blitz_scrambles,blitz_spikes,blitz_thrown_aways,blitz_touchdowns,blitz_turnover_worthy_plays,blitz_twp_rate,blitz_yards,blitz_ypa,declined_penalties,franchise_id,grades_hands_fumble,grades_offense,grades_pass,grades_run,no_blitz_accuracy_percent,no_blitz_aimed_passes,no_blitz_attempts,no_blitz_avg_depth_of_target,no_blitz_avg_time_to_throw,no_blitz_bats,no_blitz_big_time_throws,no_blitz_btt_rate,no_blitz_completion_percent,no_blitz_completions,no_blitz_def_gen_pressures,no_blitz_drop_rate,no_blitz_dropbacks,no_blitz_dropbacks_percent,no_blitz_drops,no_blitz_epa,no_blitz_first_downs,no_blitz_grades_coverage_defense,no_blitz_grades_defense,no_blitz_grades_defense_penalty,no_blitz_grades_hands_drop,no_blitz_grades_hands_fumble,no_blitz_grades_offense,no_blitz_grades_offense_penalty,no_blitz_grades_overall_tackle,no_blitz_grades_pass,no_blitz_grades_pass_route,no_blitz_grades_pass_rush_defense,no_blitz_grades_run,no_blitz_grades_snap,no_blitz_grades_tackle,no_blitz_hit_as_threw,no_blitz_interceptions,no_blitz_passing_snaps,no_blitz_positive_epa_percent,no_blitz_pressure_to_sack_rate,no_blitz_qb_rating,no_blitz_sack_percent,no_blitz_sacks,no_blitz_scrambles,no_blitz_spikes,no_blitz_thrown_aways,no_blitz_touchdowns,no_blitz_turnover_worthy_plays,no_blitz_twp_rate,no_blitz_yards,no_blitz_ypa,no_pressure_accuracy_percent,no_pressure_aimed_passes,no_pressure_attempts,no_pressure_avg_depth_of_target,no_pressure_avg_time_to_throw,no_pressure_bats,no_pressure_big_time_throws,no_pressure_btt_rate,no_pressure_completion_percent,no_pressure_completions,no_pressure_def_gen_pressures,no_pressure_drop_rate,no_pressure_dropbacks,no_pressure_dropbacks_percent,no_pressure_drops,no_pressure_epa,no_pressure_first_downs,no_pressure_grades_coverage_defense,no_pressure_grades_defense,no_pressure_grades_defense_penalty,no_pressure_grades_hands_drop,no_pressure_grades_hands_fumble,no_pressure_grades_offense,no_pressure_grades_offense_penalty,no_pressure_grades_overall_tackle,no_pressure_grades_pass,no_pressure_grades_pass_route,no_pressure_grades_pass_rush_defense,no_pressure_grades_run,no_pressure_grades_snap,no_pressure_grades_tackle,no_pressure_hit_as_threw,no_pressure_interceptions,no_pressure_passing_snaps,no_pressure_positive_epa_percent,no_pressure_pressure_to_sack_rate,no_pressure_qb_rating,no_pressure_sack_percent,no_pressure_sacks,no_pressure_scrambles,no_pressure_spikes,no_pressure_thrown_aways,no_pressure_touchdowns,no_pressure_turnover_worthy_plays,no_pressure_twp_rate,no_pressure_yards,no_pressure_ypa,penalties,pressure_accuracy_percent,pressure_aimed_passes,pressure_attempts,pressure_avg_depth_of_target,pressure_avg_time_to_throw,pressure_bats,pressure_big_time_throws,pressure_btt_rate,pressure_completion_percent,pressure_completions,pressure_def_gen_pressures,pressure_drop_rate,pressure_dropbacks,pressure_dropbacks_percent,pressure_drops,pressure_epa,pressure_first_downs,pressure_grades_coverage_defense,pressure_grades_defense,pressure_grades_defense_penalty,pressure_grades_hands_drop,pressure_grades_hands_fumble,pressure_grades_offense,pressure_grades_offense_penalty,pressure_grades_overall_tackle,pressure_grades_pass,pressure_grades_pass_route,pressure_grades_pass_rush_defense,pressure_grades_run,pressure_grades_snap,pressure_grades_tackle,pressure_hit_as_threw,pressure_interceptions,pressure_passing_snaps,pressure_positive_epa_percent,pressure_pressure_to_sack_rate,pressure_qb_rating,pressure_sack_percent,pressure_sacks,pressure_scrambles,pressure_spikes,pressure_thrown_aways,pressure_touchdowns,pressure_turnover_worthy_plays,pressure_twp_rate,pressure_yards,pressure_ypa
Saquon Barkley,45791,HB,PENN STATE,2,2,,0,0,,,0,0,,,0,0,,0,0.0,0,0.0,0,,,,74.4,70.2,71.9,80.5,,,90.5,,,,,0,0,0,,,0.0,,0,0,0,0,0,0,,0,,0,266,91.3,84.4,72.7,84.3,100.0,2,2,9.0,2.4,0,0,0.0,100.0,2,0,0.0,2,100.0,0,2.29,2,,,,60.3,72.3,65.4,82.4,,72.7,71.5,,,,,0,0,2,100.0,,158.3,0.0,0,0,0,0,1,0,0.0,36,18.0,100.0,2,2,9.0,2.4,0,0,0.0,100.0,2,0,0.0,2,100.0,0,2.29,2,,,,60.6,73.2,70.8,82.8,,72.7,84.4,,,,,0,0,2,100.0,,158.3,0.0,0,0,0,0,1,0,0.0,36,18.0,0,,0,0,,,0,0,,,0,0,,0,0.0,0,0.0,0,,,,81.5,68.2,62.7,79.7,,,74.7,,,,,0,0,0,,,0.0,,0,0,0,0,0,0,,0,
Austin Conway,29618,WR,WYOMING,2,2,100.0,2,2,4.5,3.25,0,0,0.0,100.0,2,0,0.0,2,100.0,0,0.69,1,,,,75.2,70.5,67.3,12.9,,77.4,66.4,,,,,0,0,2,50.0,,112.5,0.0,0,0,0,0,0,0,0.0,22,11.0,0,351,84.0,71.9,77.4,60.9,,0,0,,,0,0,,,0,0,,0,0.0,0,0.0,0,,,,85.3,73.1,73.4,83.2,,,72.8,,,,,0,0,0,,,0.0,,0,0,0,0,0,0,,0,,100.0,2,2,4.5,3.25,0,0,0.0,100.0,2,0,0.0,2,100.0,0,0.69,1,,,,82.5,74.0,74.7,29.3,,77.4,73.9,,,,,0,0,2,50.0,,112.5,0.0,0,0,0,0,0,0,0.0,22,11.0,1,,0,0,,,0,0,,,0,0,,0,0.0,0,0.0,0,,,,81.5,68.2,64.0,81.7,,,63.6,,,,,0,0,0,,,0.0,,0,0,0,0,0,0,,0,
Keishawn Watson,29607,WR,W MICHIGAN,2,2,,0,0,,,0,0,,,0,0,,0,0.0,0,0.0,0,,,,81.5,68.3,72.1,78.7,,,70.2,,64.4,,,0,0,1,,,0.0,,0,0,0,0,0,0,0.0,0,,0,347,73.9,76.2,80.2,62.7,100.0,2,2,4.5,3.15,0,0,0.0,100.0,2,0,0.0,2,100.0,0,3.34,2,,,,80.9,71.9,76.5,81.2,,80.2,74.6,,,,,0,0,2,100.0,,158.3,0.0,0,0,0,0,2,0,0.0,40,20.0,100.0,2,2,4.5,3.15,0,0,0.0,100.0,2,0,0.0,2,100.0,0,3.34,2,,,,84.5,72.9,81.4,81.4,,80.2,79.6,,,,,0,0,2,100.0,,158.3,0.0,0,0,0,0,2,0,0.0,40,20.0,0,,0,0,,,0,0,,,0,0,,0,0.0,0,0.0,0,,,,70.7,63.7,58.1,78.2,,,56.1,,64.4,,,0,0,1,,,0.0,,0,0,0,0,0,0,0.0,0,
Kelton Moore,34571,HB,NEVADA,1,2,,0,0,,6.1,0,0,,,0,1,,1,50.0,0,0.2,1,,,,78.5,66.9,64.0,79.6,,,64.0,,61.7,,,0,0,1,100.0,0.0,0.0,0.0,0,1,0,0,0,0,0.0,0,,0,239,81.7,72.4,75.7,72.2,100.0,1,1,31.0,3.0,0,0,0.0,100.0,1,1,0.0,1,50.0,0,5.17,1,,,,69.0,69.1,62.5,81.2,,75.7,57.7,,,,,0,0,1,100.0,0.0,158.3,0.0,0,0,0,0,1,0,0.0,57,57.0,,0,0,,,0,0,,,0,0,,0,0.0,0,0.0,0,,,,69.0,69.0,61.7,82.3,,,56.0,,,,,0,0,0,,,0.0,,0,0,0,0,0,0,,0,,0,100.0,1,1,31.0,4.55,0,0,0.0,100.0,1,2,0.0,2,100.0,0,2.68,2,,,,78.5,67.0,66.1,77.4,,75.7,68.4,,61.7,,,0,0,2,100.0,0.0,158.3,0.0,0,1,0,0,1,0,0.0,57,57.0
Joe Schopper,33764,P,PURDUE,3,2,,0,0,,,0,0,,,0,0,,0,0.0,0,0.0,0,,,,,,,,,,,,,,,0,0,0,,,0.0,,0,0,0,0,0,0,,0,,0,273,64.8,71.8,86.6,57.7,100.0,2,2,18.0,3.05,0,0,0.0,100.0,2,0,0.0,2,100.0,0,4.43,2,,,,,62.7,73.1,75.6,,86.6,,,,,,0,0,3,100.0,,118.8,0.0,0,0,0,0,0,0,0.0,44,22.0,100.0,2,2,18.0,3.05,0,0,0.0,100.0,2,0,0.0,2,100.0,0,4.43,2,,,,,62.7,73.1,75.6,,86.6,,,,,,0,0,3,100.0,,118.8,0.0,0,0,0,0,0,0,0.0,44,22.0,0,,0,0,,,0,0,,,0,0,,0,0.0,0,0.0,0,,,,,,,,,,,,,,,0,0,0,,,0.0,,0,0,0,0,0,0,,0,
Benny Snell Jr.,45954,HB,KENTUCKY,2,2,50.0,2,2,7.5,2.0,0,0,0.0,0.0,0,1,100.0,2,100.0,1,-0.55,0,,,,24.9,63.2,55.5,0.0,,56.7,41.3,,,,,0,0,2,0.0,0.0,39.6,0.0,0,0,0,0,0,0,0.0,0,0.0,1,202,82.3,72.6,56.7,73.0,,0,0,,,0,0,,,0,0,,0,0.0,0,0.0,0,,,,63.3,67.9,59.8,82.4,,,58.3,,,,,0,0,0,,,0.0,,0,0,0,0,0,0,,0,,100.0,1,1,-2.0,1.4,0,0,0.0,0.0,0,0,100.0,1,50.0,1,-0.57,0,,,,50.1,68.3,59.7,10.5,,60.6,53.3,,,,,0,0,1,0.0,,39.6,0.0,0,0,0,0,0,0,0.0,0,0.0,2,0.0,1,1,17.0,2.6,0,0,0.0,0.0,0,1,,1,50.0,0,-0.54,0,,,,,60.3,55.7,79.1,,55.3,52.8,,,,,0,0,1,0.0,0.0,39.6,0.0,0,0,0,0,0,0,0.0,0,0.0
Shaun Wilson,45993,HB,DUKE,2,2,100.0,1,1,8.0,2.0,0,0,0.0,100.0,1,0,0.0,1,50.0,0,1.78,1,,,,58.9,67.3,57.1,78.5,,71.7,65.4,,,,,0,0,1,100.0,,122.9,0.0,0,0,0,0,1,0,0.0,4,4.0,1,154,76.3,67.3,46.7,70.9,0.0,1,1,19.0,3.1,0,0,0.0,0.0,0,0,,1,50.0,0,-3.46,0,,,,72.1,31.9,59.1,8.3,,33.8,62.1,,,,,0,1,1,0.0,,0.0,0.0,0,0,0,0,0,1,100.0,0,0.0,50.0,2,2,13.5,2.55,0,0,0.0,50.0,1,0,0.0,2,100.0,0,-0.84,1,,,,64.9,33.6,57.1,11.5,,46.7,57.9,,,,,0,1,2,50.0,,56.3,0.0,0,0,0,0,1,1,50.0,4,2.0,4,,0,0,,,0,0,,,0,0,,0,0.0,0,0.0,0,,,,78.5,66.7,61.2,77.3,,,75.4,,,,,0,0,0,,,0.0,,0,0,0,0,0,0,,0,
Luke Langdon,33213,QB,ARMY,2,2,0.0,1,1,30.0,3.6,0,0,0.0,0.0,0,1,,1,50.0,0,0.0,0,,,,,60.3,58.1,63.6,,58.1,,,,,,0,1,1,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,114,22.3,45.1,38.7,55.2,0.0,1,1,-4.0,2.5,0,0,0.0,0.0,0,1,,1,50.0,0,-10.26,0,,,,,60.3,48.4,63.6,,50.6,,,,,,0,1,1,0.0,0.0,0.0,0.0,0,0,0,0,0,1,100.0,0,0.0,,0,0,,,0,0,,,0,0,,0,0.0,0,0.0,0,,,,,,,,,,,,,,,0,0,0,,,0.0,,0,0,0,0,0,0,,0,,0,0.0,2,2,13.0,3.05,0,0,0.0,0.0,0,2,,2,100.0,0,-5.13,0,,,,,61.8,38.2,65.5,,38.7,,,,,,0,2,2,0.0,0.0,0.0,0.0,0,0,0,0,0,1,50.0,0,0.0
Billy Fessler,32960,QB,PENN STATE,1,2,,0,0,,,0,0,,,0,0,,0,0.0,0,0.0,0,,,,,,,,,,,,,,,0,0,0,,,0.0,,0,0,0,0,0,0,,0,,0,266,66.2,64.2,62.7,60.1,50.0,2,2,1.0,3.05,0,0,0.0,50.0,1,0,0.0,2,100.0,0,-0.5,0,,,,,61.8,62.9,65.5,,62.7,,,,,,0,0,2,50.0,,60.4,0.0,0,0,0,0,0,0,0.0,8,4.0,50.0,2,2,1.0,3.05,0,0,0.0,50.0,1,0,0.0,2,100.0,0,-0.5,0,,,,,61.8,62.9,65.5,,62.7,,,,,,0,0,2,50.0,,60.4,0.0,0,0,0,0,0,0,0.0,8,4.0,0,,0,0,,,0,0,,,0,0,,0,0.0,0,0.0,0,,,,,,,,,,,,,,,0,0,0,,,0.0,,0,0,0,0,0,0,,0,
Hutch White,41208,WR,TEXAS ST,2,2,100.0,1,1,11.0,3.4,0,0,0.0,100.0,1,0,0.0,1,50.0,0,5.08,1,,,,76.3,65.9,72.0,76.7,,56.6,71.9,,,,,0,0,1,100.0,,158.3,0.0,0,0,0,0,1,0,0.0,47,47.0,0,314,85.1,66.8,73.9,57.2,100.0,1,1,8.0,3.3,0,0,0.0,100.0,1,0,0.0,1,50.0,0,2.16,1,,,,63.3,68.0,63.1,0.0,,77.2,62.0,,,,,0,0,1,100.0,,147.9,0.0,0,0,0,0,1,0,0.0,10,10.0,100.0,2,2,9.5,3.35,0,0,0.0,100.0,2,0,0.0,2,100.0,0,3.62,2,,,,67.8,68.9,68.7,79.5,,73.9,66.8,,,,,0,0,2,100.0,,158.3,0.0,0,0,0,0,2,0,0.0,57,28.5,1,,0,0,,,0,0,,,0,0,,0,0.0,0,0.0,0,,,,70.7,62.9,62.1,0.0,,,63.7,,,,,0,0,0,,,0.0,,0,0,0,0,0,0,,0,
Yannis Routsas,26978,P,UTSA,2,2,,0,0,,,0,0,,,0,0,,0,0.0,0,0.0,0,,,,,,,,,,,,,,,0,0,0,,,0.0,,0,0,0,0,0,0,,0,,0,331,10.2,36.5,58.3,60.0,100.0,1,2,0.0,2.5,0,0,0.0,50.0,1,1,0.0,2,100.0,0,-2.46,0,,,,,61.8,58.2,69.8,,58.3,,,,,,1,0,2,0.0,0.0,56.3,0.0,0,0,0,0,0,0,0.0,3,1.5,100.0,1,1,0.0,2.3,0,0,0.0,100.0,1,0,0.0,1,50.0,0,-1.57,0,,,,,60.3,60.6,70.3,,60.6,,,,,,0,0,1,0.0,,79.2,0.0,0,0,0,0,0,0,0.0,3,3.0,0,,0,1,,2.7,0,0,0.0,0.0,0,1,,1,50.0,0,-3.34,0,,,,,60.3,57.6,60.0,,59.4,,,,,,1,0,1,0.0,0.0,39.6,0.0,0,0,0,0,0,0,0.0,0,0.0
Jonathan Ward,25859,HB,C MICHIGAN,2,2,100.0,1,1,11.0,2.7,0,0,0.0,0.0,0,1,100.0,1,50.0,1,-0.58,0,,,,69.9,24.0,57.8,80.7,,46.8,55.7,,,,,0,0,1,0.0,0.0,39.6,0.0,0,0,0,0,0,0,0.0,0,0.0,1,134,75.3,74.9,48.3,75.7,100.0,1,1,-4.0,0.6,0,0,0.0,100.0,1,0,0.0,1,50.0,0,1.19,1,,,,62.5,72.6,68.4,85.0,,60.6,71.9,,,,,0,0,1,100.0,,104.2,0.0,0,0,0,0,0,0,0.0,9,9.0,100.0,1,1,-4.0,0.6,0,0,0.0,100.0,1,0,0.0,1,50.0,0,1.19,1,,,,59.8,73.1,67.5,85.1,,60.6,67.4,,,,,0,0,1,100.0,,104.2,0.0,0,0,0,0,0,0,0.0,9,9.0,2,100.0,1,1,11.0,2.7,0,0,0.0,0.0,0,1,100.0,1,50.0,1,-0.58,0,,,,80.9,20.4,58.4,80.5,,46.8,62.1,,,,,0,0,1,0.0,0.0,39.6,0.0,0,0,0,0,0,0,0.0,0,0.0
Jared Atkinson,25636,WR,BAYLOR,2,2,,0,0,,,0,0,,,0,0,,0,0.0,0,0.0,0,,,,70.7,62.9,62.3,76.0,,,65.6,,,,,0,0,0,,,0.0,,0,0,0,0,0,0,,0,,1,118,66.1,54.4,72.6,57.3,100.0,1,1,10.0,5.65,0,0,0.0,100.0,1,0,0.0,2,100.0,0,0.97,1,,,,39.5,65.0,51.5,81.4,,72.6,50.7,,57.3,,,0,0,2,100.0,,118.8,0.0,0,1,0,0,0,0,0.0,20,20.0,100.0,1,1,10.0,5.65,0,0,0.0,100.0,1,0,0.0,2,100.0,0,0.97,1,,,,39.5,65.0,50.8,80.1,,72.6,50.0,,57.3,,,0,0,2,100.0,,118.8,0.0,0,1,0,0,0,0,0.0,20,20.0,2,,0,0,,,0,0,,,0,0,,0,0.0,0,0.0,0,,,,70.7,62.9,61.6,78.7,,,64.2,,,,,0,0,0,,,0.0,,0,0,0,0,0,0,,0,
John Franklin III,25576,WR,FAU,2,2,100.0,1,1,-4.0,0.6,0,0,0.0,100.0,1,0,0.0,1,50.0,0,2.52,1,,,,70.7,63.7,59.9,74.1,,60.4,59.4,,,,,0,0,1,100.0,,118.8,0.0,0,0,0,0,0,0,0.0,49,49.0,0,165,21.3,60.9,58.9,62.5,,0,1,,3.4,0,0,0.0,0.0,0,1,,1,50.0,0,-1.06,0,,,,76.3,65.9,58.5,77.5,,60.0,60.0,,,,,0,0,1,0.0,0.0,39.6,0.0,0,0,0,1,0,0,0.0,0,0.0,100.0,1,1,-4.0,0.6,0,0,0.0,100.0,1,0,0.0,1,50.0,0,2.52,1,,,,78.5,66.9,60.5,77.8,,60.4,61.3,,,,,0,0,1,100.0,,118.8,0.0,0,0,0,0,0,0,0.0,49,49.0,0,,0,1,,3.4,0,0,0.0,0.0,0,1,,1,50.0,0,-1.06,0,,,,,60.3,54.2,73.3,,60.0,55.5,,,,,0,0,1,0.0,0.0,39.6,0.0,0,0,0,1,0,0,0.0,0,0.0
Jake Rizzo,40278,QB,FLORIDA ST,1,2,,0,0,,,0,0,,,0,0,,0,0.0,0,0.0,0,,,,,,,,,,,,,,,0,0,0,,,0.0,,0,0,0,0,0,0,,0,,0,167,61.8,48.4,47.8,,50.0,2,2,7.0,2.1,0,0,0.0,50.0,1,1,0.0,2,100.0,0,-0.78,0,,,,,61.8,47.5,65.5,,47.8,,,,,,0,0,2,0.0,0.0,56.3,0.0,0,0,0,0,0,0,0.0,6,3.0,100.0,1,1,6.0,2.0,0,0,0.0,100.0,1,0,0.0,1,50.0,0,-0.05,0,,,,,60.3,61.0,63.6,,60.9,,,,,,0,0,1,0.0,,91.7,0.0,0,0,0,0,0,0,0.0,6,6.0,0,0.0,1,1,8.0,2.2,0,0,0.0,0.0,0,1,,1,50.0,0,-1.51,0,,,,,60.3,45.5,63.6,,46.1,,,,,,0,0,1,0.0,0.0,39.6,0.0,0,0,0,0,0,0,0.0,0,0.0
Garrett Groshek,40045,HB,WISCONSIN,2,2,100.0,1,1,3.0,3.7,0,0,0.0,100.0,1,1,0.0,2,100.0,0,-0.5,0,,,,70.7,64.2,61.1,72.5,,58.9,80.3,,,,,0,0,2,50.0,100.0,104.2,50.0,1,0,0,0,0,0,0.0,9,9.0,0,349,83.5,71.6,58.9,72.4,,0,0,,,0,0,,,0,0,,0,0.0,0,0.0,0,,,,39.5,64.1,55.4,73.8,,,43.8,,,,,0,0,0,,,0.0,,0,0,0,0,0,0,,0,,100.0,1,1,3.0,2.8,0,0,0.0,100.0,1,0,0.0,1,50.0,0,1.07,0,,,,39.5,64.6,58.1,73.8,,60.4,48.5,,,,,0,0,1,100.0,,104.2,0.0,0,0,0,0,0,0,0.0,9,9.0,0,,0,0,,4.6,0,0,,,0,1,,1,50.0,0,-2.07,0,,,,70.7,63.7,57.4,72.6,,60.0,69.7,,,,,0,0,1,0.0,100.0,0.0,100.0,1,0,0,0,0,0,0.0,0,
Tyler Johnston III,60570,QB,UAB,1,2,100.0,1,1,4.0,2.0,0,0,0.0,100.0,1,0,0.0,1,50.0,0,1.11,1,,,,,60.3,61.1,63.6,,61.0,,,,,,0,0,1,100.0,,118.8,0.0,0,0,0,0,0,0,0.0,13,13.0,0,321,69.6,57.0,54.6,59.1,0.0,1,1,-3.0,1.8,0,0,0.0,0.0,0,0,,1,50.0,0,-2.48,0,,,,,60.3,54.8,63.6,,55.3,,,,,,0,0,1,0.0,,39.6,0.0,0,0,0,0,0,0,0.0,0,0.0,50.0,2,2,0.5,1.9,0,0,0.0,50.0,1,0,0.0,2,100.0,0,-0.69,1,,,,,61.8,54.5,65.5,,54.6,,,,,,0,0,2,50.0,,70.8,0.0,0,0,0,0,0,0,0.0,13,6.5,0,,0,0,,,0,0,,,0,0,,0,0.0,0,0.0,0,,,,,,,,,,,,,,,0,0,0,,,0.0,,0,0,0,0,0,0,,0,
Geraud Sanders,61094,WR,AIR FORCE,2,2,100.0,1,1,17.0,3.9,0,1,100.0,100.0,1,1,0.0,1,50.0,0,3.3,1,,,,76.3,65.9,90.2,0.0,,87.9,85.8,,,,,0,0,1,100.0,0.0,118.8,0.0,0,0,0,0,0,0,0.0,24,24.0,0,101,67.8,76.0,64.5,,,0,1,,3.5,0,0,0.0,0.0,0,1,,1,50.0,0,-1.43,0,,,,25.7,65.3,60.6,76.0,,60.0,65.7,,,,,0,0,1,0.0,0.0,39.6,0.0,0,0,0,1,0,1,100.0,0,0.0,,0,0,,,0,0,,,0,0,,0,0.0,0,0.0,0,,,,53.4,66.2,82.7,75.5,,,80.3,,,,,0,0,0,,,0.0,,0,0,0,0,0,0,,0,,3,100.0,1,2,17.0,3.7,0,1,50.0,50.0,1,2,0.0,2,100.0,0,0.94,1,,,,39.5,65.0,69.8,0.0,,64.5,70.9,,,,,0,0,2,50.0,0.0,93.8,0.0,0,0,0,1,0,1,50.0,24,12.0
Kadarius Toney,61245,WR,FLORIDA,2,2,100.0,1,1,49.0,3.9,0,0,0.0,100.0,1,0,0.0,1,50.0,0,3.72,1,,,,78.5,66.9,73.2,75.6,,75.7,68.9,,,,,0,0,1,100.0,,118.8,0.0,0,0,0,0,0,0,0.0,50,50.0,0,163,75.8,76.8,68.9,77.9,0.0,1,1,-2.0,1.3,0,0,0.0,0.0,0,0,,1,50.0,0,-1.17,0,,,,79.3,67.3,63.7,77.5,,56.8,66.0,,,,,0,0,1,0.0,,39.6,0.0,0,0,0,0,0,0,0.0,0,0.0,50.0,2,2,23.5,2.6,0,0,0.0,50.0,1,0,0.0,2,100.0,0,1.28,1,,,,83.3,69.1,76.3,77.5,,68.9,75.7,,,,,0,0,2,50.0,,95.8,0.0,0,0,0,0,0,0,0.0,50,25.0,0,,0,0,,,0,0,,,0,0,,0,0.0,0,0.0,0,,,,66.7,61.0,50.4,75.5,,,51.2,,,,,0,0,0,,,0.0,,0,0,0,0,0,0,,0,
Quayvon Skanes,40233,WR,UCONN,3,2,,0,0,,,0,0,,,0,0,,0,0.0,0,0.0,0,,,,43.3,69.1,66.8,81.4,,60.0,65.7,,,,,0,0,1,,,0.0,,0,0,0,0,0,0,0.0,0,,0,146,62.4,59.9,47.9,57.5,50.0,2,2,16.5,3.45,0,0,0.0,50.0,1,0,0.0,2,100.0,0,-0.46,0,,,,56.1,70.7,55.4,82.6,,49.4,56.9,,,,,0,0,3,50.0,,56.3,0.0,0,0,0,0,0,0,0.0,6,3.0,50.0,2,2,16.5,3.45,0,0,0.0,50.0,1,0,0.0,2,100.0,0,-0.46,0,,,,44.3,71.3,58.2,82.1,,51.5,59.0,,,,,0,0,2,50.0,,56.3,0.0,0,0,0,0,0,0,0.0,6,3.0,0,,0,0,,,0,0,,,0,0,,0,0.0,0,0.0,0,,,,62.9,68.1,62.2,82.0,,56.8,62.3,,,,,0,0,2,,,0.0,,0,0,0,0,0,0,0.0,0,
Chris Oladokun,40364,QB,USF,2,2,100.0,1,1,6.0,1.7,0,0,0.0,100.0,1,0,0.0,1,50.0,0,1.85,1,,,,,60.3,72.4,63.6,,71.9,,,,,,0,0,1,100.0,,116.7,0.0,0,0,0,0,0,0,0.0,12,12.0,0,327,61.8,65.4,71.9,57.0,,0,0,,7.1,0,0,,,0,1,,1,50.0,0,-1.55,0,,,,,60.3,53.3,63.6,,,,,57.0,,,0,0,1,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0.0,0,,100.0,1,1,6.0,1.7,0,0,0.0,100.0,1,0,0.0,1,50.0,0,1.85,1,,,,,60.3,72.4,63.6,,71.9,,,,,,0,0,1,100.0,,116.7,0.0,0,0,0,0,0,0,0.0,12,12.0,0,,0,0,,7.1,0,0,,,0,1,,1,50.0,0,-1.55,0,,,,,60.3,53.3,63.6,,,,,57.0,,,0,0,1,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0.0,0,
Jaylen Samuels,47297,TE,NC STATE,2,2,,0,0,,,0,0,,,0,0,,0,0.0,0,0.0,0,,,,57.5,28.5,64.3,83.0,,,64.1,,,,,0,0,0,,,0.0,,0,0,0,0,0,0,,0,,0,248,63.2,68.6,49.3,74.9,50.0,2,2,29.5,2.65,0,0,0.0,50.0,1,0,0.0,2,100.0,0,0.57,1,,,,66.4,74.1,63.6,87.4,,49.3,64.8,,,,,0,0,2,50.0,,95.8,0.0,0,0,0,0,0,0,0.0,25,12.5,50.0,2,2,29.5,2.65,0,0,0.0,50.0,1,0,0.0,2,100.0,0,0.57,1,,,,77.3,53.0,64.4,88.0,,49.3,65.3,,,,,0,0,2,50.0,,95.8,0.0,0,0,0,0,0,0,0.0,25,12.5,0,,0,0,,,0,0,,,0,0,,0,0.0,0,0.0,0,,,,22.8,67.5,62.6,80.8,,,62.9,,,,,0,0,0,,,0.0,,0,0,0,0,0,0,,0,
Aaren Vaughns,61782,WR,UTAH ST,2,2,,0,0,,,0,0,,,0,0,,0,0.0,0,0.0,0,,,,21.7,64.1,53.9,77.5,,,54.2,,,,,0,0,0,,,0.0,,0,0,0,0,0,0,,0,,0,329,29.1,60.3,76.0,74.1,50.0,2,2,41.5,4.15,0,1,50.0,50.0,1,0,0.0,2,100.0,0,0.97,1,,,,47.1,21.0,58.4,82.6,,76.0,57.3,,,,,0,0,2,50.0,,135.4,0.0,0,0,0,0,1,0,0.0,29,14.5,50.0,2,2,41.5,4.15,0,1,50.0,50.0,1,0,0.0,2,100.0,0,0.97,1,,,,49.5,21.8,57.1,82.0,,76.0,56.0,,,,,0,0,2,50.0,,135.4,0.0,0,0,0,0,1,0,0.0,29,14.5,0,,0,0,,,0,0,,,0,0,,0,0.0,0,0.0,0,,,,17.0,62.9,56.2,78.8,,,56.2,,,,,0,0,0,,,0.0,,0,0,0,0,0,0,,0,
Shawn Stankavage,26668,QB,VANDERBILT,1,1,100.0,1,1,-1.0,3.9,0,0,0.0,100.0,1,0,0.0,1,100.0,0,0.25,0,,,,,60.3,60.6,63.6,,60.4,,,,,,0,0,1,100.0,,91.7,0.0,0,0,0,0,0,0,0.0,6,6.0,0,333,60.3,61.4,60.4,,,0,0,,,0,0,,,0,0,,0,0.0,0,0.0,0,,,,,,,,,,,,,,,0,0,0,,,0.0,,0,0,0,0,0,0,,0,,100.0,1,1,-1.0,3.9,0,0,0.0,100.0,1,0,0.0,1,100.0,0,0.25,0,,,,,60.3,60.6,63.6,,60.4,,,,,,0,0,1,100.0,,91.7,0.0,0,0,0,0,0,0,0.0,6,6.0,0,,0,0,,,0,0,,,0,0,,0,0.0,0,0.0,0,,,,,,,,,,,,,,,0,0,0,,,0.0,,0,0,0,0,0,0,,0,
