player,player_id,position,team_name,player_game_count,comp_pct_diff,declined_penalties,dropbacks,franchise_id,no_screen_accuracy_percent,no_screen_aimed_passes,no_screen_attempts,no_screen_avg_depth_of_target,no_screen_avg_time_to_throw,no_screen_bats,no_screen_big_time_throws,no_screen_btt_rate,no_screen_completion_percent,no_screen_completions,no_screen_def_gen_pressures,no_screen_drop_rate,no_screen_dropbacks,no_screen_dropbacks_percent,no_screen_drops,no_screen_epa,no_screen_first_downs,no_screen_grades_coverage_defense,no_screen_grades_defense,no_screen_grades_defense_penalty,no_screen_grades_hands_drop,no_screen_grades_hands_fumble,no_screen_grades_offense,no_screen_grades_offense_penalty,no_screen_grades_overall_tackle,no_screen_grades_pass,no_screen_grades_pass_route,no_screen_grades_pass_rush_defense,no_screen_grades_run,no_screen_grades_run_defense,no_screen_grades_snap,no_screen_grades_tackle,no_screen_hit_as_threw,no_screen_interceptions,no_screen_passing_snaps,no_screen_positive_epa_percent,no_screen_pressure_to_sack_rate,no_screen_qb_rating,no_screen_sack_percent,no_screen_sacks,no_screen_scrambles,no_screen_spikes,no_screen_thrown_aways,no_screen_touchdowns,no_screen_turnover_worthy_plays,no_screen_twp_rate,no_screen_yards,no_screen_ypa,npa_accuracy_percent,npa_aimed_passes,npa_attempts,npa_avg_depth_of_target,npa_avg_time_to_throw,npa_bats,npa_big_time_throws,npa_btt_rate,npa_completion_percent,npa_completions,npa_def_gen_pressures,npa_drop_rate,npa_dropbacks,npa_dropbacks_percent,npa_drops,npa_epa,npa_first_downs,npa_grades_coverage_defense,npa_grades_defense,npa_grades_defense_penalty,npa_grades_hands_drop,npa_grades_hands_fumble,npa_grades_offense,npa_grades_offense_penalty,npa_grades_overall_tackle,npa_grades_pass,npa_grades_pass_route,npa_grades_pass_rush_defense,npa_grades_run,npa_grades_run_defense,npa_grades_snap,npa_grades_tackle,npa_hit_as_threw,npa_interceptions,npa_passing_snaps,npa_positive_epa_percent,npa_pressure_to_sack_rate,npa_qb_rating,npa_sack_percent,npa_sacks,npa_scrambles,npa_spikes,npa_thrown_aways,npa_touchdowns,npa_turnover_worthy_plays,npa_twp_rate,npa_yards,npa_ypa,pa_accuracy_percent,pa_aimed_passes,pa_attempts,pa_avg_depth_of_target,pa_avg_time_to_throw,pa_bats,pa_big_time_throws,pa_btt_rate,pa_completion_percent,pa_completions,pa_def_gen_pressures,pa_drop_rate,pa_dropbacks,pa_dropbacks_percent,pa_drops,pa_epa,pa_first_downs,pa_grades_coverage_defense,pa_grades_defense,pa_grades_defense_penalty,pa_grades_hands_drop,pa_grades_hands_fumble,pa_grades_offense,pa_grades_offense_penalty,pa_grades_overall_tackle,pa_grades_pass,pa_grades_pass_route,pa_grades_pass_rush_defense,pa_grades_run,pa_grades_run_defense,pa_grades_snap,pa_grades_tackle,pa_hit_as_threw,pa_interceptions,pa_passing_snaps,pa_positive_epa_percent,pa_pressure_to_sack_rate,pa_qb_rating,pa_sack_percent,pa_sacks,pa_scrambles,pa_spikes,pa_thrown_aways,pa_touchdowns,pa_turnover_worthy_plays,pa_twp_rate,pa_yards,pa_ypa,penalties,screen_accuracy_percent,screen_aimed_passes,screen_attempts,screen_avg_depth_of_target,screen_avg_time_to_throw,screen_bats,screen_big_time_throws,screen_btt_rate,screen_completion_percent,screen_completions,screen_def_gen_pressures,screen_drop_rate,screen_dropbacks,screen_dropbacks_percent,screen_drops,screen_epa,screen_first_downs,screen_grades_coverage_defense,screen_grades_defense,screen_grades_defense_penalty,screen_grades_hands_drop,screen_grades_hands_fumble,screen_grades_offense,screen_grades_offense_penalty,screen_grades_overall_tackle,screen_grades_pass,screen_grades_pass_route,screen_grades_pass_rush_defense,screen_grades_run,screen_grades_run_defense,screen_grades_snap,screen_grades_tackle,screen_hit_as_threw,screen_interceptions,screen_passing_snaps,screen_positive_epa_percent,screen_pressure_to_sack_rate,screen_qb_rating,screen_sack_percent,screen_sacks,screen_scrambles,screen_spikes,screen_thrown_aways,screen_touchdowns,screen_turnover_worthy_plays,screen_twp_rate,screen_yards,screen_ypa,ypa_diff
Kelton Moore,34571,HB,NEVADA,1,-100.0,0,2,239,100.0,1,1,31.0,4.55,0,0,0.0,100.0,1,2,0.0,2,100.0,0,2.68,2,,,,72.1,81.6,72.5,86.0,,75.7,57.7,,72.2,,,,0,0,2,100.0,0.0,158.3,0.0,0,1,0,0,1,0,0.0,57,57.0,100.0,1,1,31.0,4.55,0,0,0.0,100.0,1,2,0.0,2,100.0,0,2.68,2,,,,73.8,81.6,73.2,85.5,,75.7,62.6,,72.2,,,,0,0,2,100.0,0.0,158.3,0.0,0,1,0,0,1,0,0.0,57,57.0,,0,0,,,0,0,,,0,0,,0,0.0,0,0.0,0,,,,70.7,62.9,60.5,79.1,,,54.1,,,,,,0,0,0,,,0.0,,0,0,0,0,0,0,,0,,0,,0,0,,,0,0,,,0,0,,0,0.0,0,0.0,0,,,,74.9,65.0,63.5,76.6,,,66.3,,,,,,0,0,0,,,0.0,,0,0,0,0,0,0,,0,,-57.0
Joe Schopper,33764,P,PURDUE,3,-100.0,0,2,273,100.0,2,2,18.0,3.05,0,0,0.0,100.0,2,0,0.0,2,100.0,0,4.43,2,,,,,64.8,71.8,77.0,,86.6,,,57.7,,,,0,0,3,100.0,,118.8,0.0,0,0,0,0,0,0,0.0,44,22.0,100.0,2,2,18.0,3.05,0,0,0.0,100.0,2,0,0.0,2,100.0,0,4.43,2,,,,,64.8,71.8,77.0,,86.6,,,57.7,,,,0,0,3,100.0,,118.8,0.0,0,0,0,0,0,0,0.0,44,22.0,,0,0,,,0,0,,,0,0,,0,0.0,0,0.0,0,,,,,,,,,,,,,,,,0,0,0,,,0.0,,0,0,0,0,0,0,,0,,0,,0,0,,,0,0,,,0,0,,0,0.0,0,0.0,0,,,,,,,,,,,,,,,,0,0,0,,,0.0,,0,0,0,0,0,0,,0,,-22.0
Benny Snell Jr.,45954,HB,KENTUCKY,2,0.0,0,2,202,0.0,1,1,17.0,2.6,0,0,0.0,0.0,0,1,,1,50.0,0,-0.54,0,,,,11.5,82.0,72.7,31.2,,55.3,41.3,,73.0,,,,0,0,1,0.0,0.0,39.6,0.0,0,0,0,0,0,0,0.0,0,0.0,100.0,1,1,-2.0,1.4,0,0,0.0,0.0,0,0,100.0,1,50.0,1,-0.57,0,,,,47.7,82.3,72.9,29.1,,60.6,48.2,,73.0,,,,0,0,1,0.0,,39.6,0.0,0,0,0,0,0,0,0.0,0,0.0,0.0,1,1,17.0,2.6,0,0,0.0,0.0,0,1,,1,50.0,0,-0.54,0,,,,66.7,62.4,61.6,79.5,,55.3,65.8,,,,,,0,0,1,0.0,0.0,39.6,0.0,0,0,0,0,0,0,0.0,0,0.0,0,100.0,1,1,-2.0,1.4,0,0,0.0,0.0,0,0,100.0,1,50.0,1,-0.57,0,,,,80.9,68.0,63.4,77.5,,60.6,72.3,,,,,,0,0,1,0.0,,39.6,0.0,0,0,0,0,0,0,0.0,0,0.0,0.0
Shaun Wilson,45993,HB,DUKE,2,-100.0,0,2,154,50.0,2,2,13.5,2.55,0,0,0.0,50.0,1,0,0.0,2,100.0,0,-0.84,1,,,,78.4,81.8,70.0,48.9,,46.7,70.0,,70.9,,,,0,1,2,50.0,,56.3,0.0,0,0,0,0,1,1,50.0,4,2.0,100.0,1,1,8.0,2.0,0,0,0.0,100.0,1,0,0.0,1,50.0,0,1.78,1,,,,67.8,72.7,67.7,13.0,,71.7,62.1,,70.9,,,,0,0,1,100.0,,122.9,0.0,0,0,0,0,1,0,0.0,4,4.0,0.0,1,1,19.0,3.1,0,0,0.0,0.0,0,0,,1,50.0,0,-3.46,0,,,,73.1,64.6,60.1,77.9,,33.8,67.3,,,,,,0,1,1,0.0,,0.0,0.0,0,0,0,0,0,1,100.0,0,0.0,0,,0,0,,,0,0,,,0,0,,0,0.0,0,0.0,0,,,,51.7,21.4,47.7,0.0,,,49.1,,,,,,0,0,0,,,0.0,,0,0,0,0,0,0,,0,,-4.0
Luke Langdon,33213,QB,ARMY,2,0.0,0,2,114,0.0,2,2,13.0,3.05,0,0,0.0,0.0,0,2,,2,100.0,0,-5.13,0,,,,,22.3,45.1,74.5,,38.7,,,55.2,,,,0,2,2,0.0,0.0,0.0,0.0,0,0,0,0,0,1,50.0,0,0.0,0.0,1,1,30.0,3.6,0,0,0.0,0.0,0,1,,1,50.0,0,0.0,0,,,,,21.7,54.6,74.4,,58.1,,,55.2,,,,0,1,1,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0,0.0,0.0,1,1,-4.0,2.5,0,0,0.0,0.0,0,1,,1,50.0,0,-10.26,0,,,,,60.3,48.4,63.6,,50.6,,,,,,,0,1,1,0.0,0.0,0.0,0.0,0,0,0,0,0,1,100.0,0,0.0,0,,0,0,,,0,0,,,0,0,,0,0.0,0,0.0,0,,,,,,,,,,,,,,,,0,0,0,,,0.0,,0,0,0,0,0,0,,0,,0.0
Billy Fessler,32960,QB,PENN STATE,1,100.0,0,2,266,0.0,1,1,4.0,2.9,0,0,0.0,0.0,0,0,,1,50.0,0,-1.83,0,,,,,65.9,63.1,68.1,,61.0,,,60.1,,,,0,0,1,0.0,,39.6,0.0,0,0,0,0,0,0,0.0,0,0.0,0.0,1,1,4.0,2.9,0,0,0.0,0.0,0,0,,1,50.0,0,-1.83,0,,,,,65.9,63.1,68.1,,61.0,,,60.1,,,,0,0,1,0.0,,39.6,0.0,0,0,0,0,0,0,0.0,0,0.0,100.0,1,1,-2.0,3.2,0,0,0.0,100.0,1,0,0.0,1,50.0,0,0.83,0,,,,,60.3,60.6,63.6,,60.4,,,,,,,0,0,1,100.0,,100.0,0.0,0,0,0,0,0,0,0.0,8,8.0,0,100.0,1,1,-2.0,3.2,0,0,0.0,100.0,1,0,0.0,1,50.0,0,0.83,0,,,,,60.3,60.6,63.6,,60.4,,,,,,,0,0,1,100.0,,100.0,0.0,0,0,0,0,0,0,0.0,8,8.0,8.0
Hutch White,41208,WR,TEXAS ST,2,-100.0,0,2,314,100.0,2,2,9.5,3.35,0,0,0.0,100.0,2,0,0.0,2,100.0,0,3.62,2,,60.0,60.0,66.4,70.6,68.6,34.7,,73.9,68.7,,57.2,60.0,,,0,0,2,100.0,,158.3,0.0,0,0,0,0,2,0,0.0,57,28.5,100.0,2,2,9.5,3.35,0,0,0.0,100.0,2,0,0.0,2,100.0,0,3.62,2,,60.0,60.0,80.1,70.1,68.6,28.2,,73.9,69.1,,57.2,60.0,,,0,0,2,100.0,,158.3,0.0,0,0,0,0,2,0,0.0,57,28.5,,0,0,,,0,0,,,0,0,,0,0.0,0,0.0,0,,,,53.8,66.2,61.3,77.5,,,61.1,,,,,,0,0,0,,,0.0,,0,0,0,0,0,0,,0,,0,,0,0,,,0,0,,,0,0,,0,0.0,0,0.0,0,,,,73.1,64.1,56.5,74.2,,,56.4,,,,,,0,0,0,,,0.0,,0,0,0,0,0,0,,0,,-28.5
Yannis Routsas,26978,P,UTSA,2,-50.0,0,2,331,100.0,1,2,0.0,2.5,0,0,0.0,50.0,1,1,0.0,2,100.0,0,-2.46,0,,,,,10.2,36.4,69.3,,58.3,,,60.0,,,,1,0,2,0.0,0.0,56.3,0.0,0,0,0,0,0,0,0.0,3,1.5,100.0,1,2,0.0,2.5,0,0,0.0,50.0,1,1,0.0,2,100.0,0,-2.46,0,,,,,10.2,36.4,69.3,,58.3,,,60.0,,,,1,0,2,0.0,0.0,56.3,0.0,0,0,0,0,0,0,0.0,3,1.5,,0,0,,,0,0,,,0,0,,0,0.0,0,0.0,0,,,,,,,,,,,,,,,,0,0,0,,,0.0,,0,0,0,0,0,0,,0,,0,,0,0,,,0,0,,,0,0,,0,0.0,0,0.0,0,,,,,,,,,,,,,,,,0,0,0,,,0.0,,0,0,0,0,0,0,,0,,-1.5
Jonathan Ward,25859,HB,C MICHIGAN,2,-50.0,0,2,134,100.0,1,1,11.0,2.7,0,0,0.0,0.0,0,1,100.0,1,50.0,1,-0.58,0,,,,64.3,83.2,73.0,61.2,,46.8,61.0,,75.7,,,,0,0,1,0.0,0.0,39.6,0.0,0,0,0,0,0,0,0.0,0,0.0,100.0,2,2,3.5,1.65,0,0,0.0,50.0,1,1,50.0,2,100.0,1,0.3,1,,,,63.1,75.1,75.9,60.2,,48.3,67.6,,75.7,,,,0,0,2,50.0,0.0,62.5,0.0,0,0,0,0,0,0,0.0,9,4.5,,0,0,,,0,0,,,0,0,,0,0.0,0,0.0,0,,,,76.3,65.7,60.0,78.6,,,60.8,,,,,,0,0,0,,,0.0,,0,0,0,0,0,0,,0,,0,100.0,1,1,-4.0,0.6,0,0,0.0,100.0,1,0,0.0,1,50.0,0,1.19,1,,,,65.7,27.6,73.8,78.0,,60.6,76.7,,,,,,0,0,1,100.0,,104.2,0.0,0,0,0,0,0,0,0.0,9,9.0,-4.5
Jared Atkinson,25636,WR,BAYLOR,2,-100.0,0,2,118,100.0,1,1,10.0,5.65,0,0,0.0,100.0,1,0,0.0,2,100.0,0,0.97,1,,,,49.8,66.1,57.1,25.3,,72.6,55.9,,57.3,,,,0,0,2,100.0,,118.8,0.0,0,1,0,0,0,0,0.0,20,20.0,100.0,1,1,10.0,3.7,0,0,0.0,100.0,1,0,0.0,1,50.0,0,1.1,1,,,,76.3,65.9,60.1,20.3,,72.6,59.9,,,,,,0,0,1,100.0,,118.8,0.0,0,0,0,0,0,0,0.0,20,20.0,,0,0,,7.6,0,0,,,0,0,,1,50.0,0,0.84,0,,,,16.4,60.3,45.0,77.2,,,46.9,,57.3,,,,0,0,1,100.0,,0.0,0.0,0,1,0,0,0,0,0.0,0,,0,,0,0,,,0,0,,,0,0,,0,0.0,0,0.0,0,,,,,,46.6,74.2,,,52.9,,,,,,0,0,0,,,0.0,,0,0,0,0,0,0,,0,,-20.0
John Franklin III,25576,WR,FAU,2,-100.0,0,2,165,100.0,1,2,-4.0,2.0,0,0,0.0,50.0,1,1,0.0,2,100.0,0,0.73,1,,,,76.3,20.5,62.6,83.1,,58.9,62.0,,62.5,,,,0,0,2,50.0,0.0,95.8,0.0,0,0,0,1,0,0,0.0,49,24.5,100.0,1,1,-4.0,0.6,0,0,0.0,100.0,1,0,0.0,1,50.0,0,2.52,1,,,,73.1,19.3,61.4,82.7,,60.4,58.0,,62.5,,,,0,0,1,100.0,,118.8,0.0,0,0,0,0,0,0,0.0,49,49.0,,0,1,,3.4,0,0,0.0,0.0,0,1,,1,50.0,0,-1.06,0,,,,74.9,65.3,59.7,76.0,,60.0,61.8,,,,,,0,0,1,0.0,0.0,39.6,0.0,0,0,0,1,0,0,0.0,0,0.0,0,,0,0,,,0,0,,,0,0,,0,0.0,0,0.0,0,,,,70.7,62.9,54.6,72.6,,,54.5,,,,,,0,0,0,,,0.0,,0,0,0,0,0,0,,0,,-49.0
Jake Rizzo,40278,QB,FLORIDA ST,1,-50.0,0,2,167,50.0,2,2,7.0,2.1,0,0,0.0,50.0,1,1,0.0,2,100.0,0,-0.78,0,,,,,61.8,48.4,68.6,,47.8,,,,,,,0,0,2,0.0,0.0,56.3,0.0,0,0,0,0,0,0,0.0,6,3.0,50.0,2,2,7.0,2.1,0,0,0.0,50.0,1,1,0.0,2,100.0,0,-0.78,0,,,,,61.8,48.4,68.6,,47.8,,,,,,,0,0,2,0.0,0.0,56.3,0.0,0,0,0,0,0,0,0.0,6,3.0,,0,0,,,0,0,,,0,0,,0,0.0,0,0.0,0,,,,,,,,,,,,,,,,0,0,0,,,0.0,,0,0,0,0,0,0,,0,,0,,0,0,,,0,0,,,0,0,,0,0.0,0,0.0,0,,,,,,,,,,,,,,,,0,0,0,,,0.0,,0,0,0,0,0,0,,0,,-3.0
Garrett Groshek,40045,HB,WISCONSIN,2,100.0,0,2,349,100.0,1,1,3.0,3.7,0,0,0.0,100.0,1,1,0.0,2,100.0,0,-0.5,0,,,,74.9,83.5,73.5,81.4,,58.9,71.4,,72.4,,,,0,0,2,50.0,100.0,104.2,50.0,1,0,0,0,0,0,0.0,9,9.0,,0,0,,4.6,0,0,,,0,1,,1,50.0,0,-2.07,0,,,,49.8,83.6,71.7,81.1,,60.0,57.7,,72.4,,,,0,0,1,0.0,100.0,0.0,100.0,1,0,0,0,0,0,0.0,0,,100.0,1,1,3.0,2.8,0,0,0.0,100.0,1,0,0.0,1,50.0,0,1.07,0,,,,,60.3,61.4,70.7,,60.4,57.7,,,,,,0,0,1,100.0,,104.2,0.0,0,0,0,0,0,0,0.0,9,9.0,0,,0,0,,,0,0,,,0,0,,0,0.0,0,0.0,0,,,,24.5,61.0,48.7,66.8,,,29.7,,,,,,0,0,0,,,0.0,,0,0,0,0,0,0,,0,,9.0
Tyler Johnston III,60570,QB,UAB,1,50.0,0,2,321,50.0,2,2,0.5,1.9,0,0,0.0,50.0,1,0,0.0,2,100.0,0,-0.69,1,,,,,69.6,57.0,72.8,,54.6,,,59.1,,,,0,0,2,50.0,,70.8,0.0,0,0,0,0,0,0,0.0,13,6.5,,0,0,,,0,0,,,0,0,,0,0.0,0,0.0,0,,,,,69.7,60.0,72.5,,,,,59.1,,,,0,0,0,,,0.0,,0,0,0,0,0,0,,0,,50.0,2,2,0.5,1.9,0,0,0.0,50.0,1,0,0.0,2,100.0,0,-0.69,1,,,,,61.8,54.5,65.5,,54.6,,,,,,,0,0,2,50.0,,70.8,0.0,0,0,0,0,0,0,0.0,13,6.5,0,,0,0,,,0,0,,,0,0,,0,0.0,0,0.0,0,,,,,,,,,,,,,,,,0,0,0,,,0.0,,0,0,0,0,0,0,,0,,6.5
Geraud Sanders,61094,WR,AIR FORCE,2,100.0,0,2,101,100.0,1,2,17.0,3.7,0,1,50.0,50.0,1,2,0.0,2,100.0,0,0.94,1,,,,44.3,67.8,76.3,28.6,,64.5,80.1,,,,,,0,0,2,50.0,0.0,93.8,0.0,0,0,0,1,0,1,50.0,24,12.0,,0,1,,3.5,0,0,0.0,0.0,0,1,,1,50.0,0,-1.43,0,,,,39.5,64.6,57.8,83.5,,60.0,62.2,,,,,,0,0,1,0.0,0.0,39.6,0.0,0,0,0,1,0,1,100.0,0,0.0,100.0,1,1,17.0,3.9,0,1,100.0,100.0,1,1,0.0,1,50.0,0,3.3,1,,,,53.4,66.4,91.4,0.0,,87.9,89.1,,,,,,0,0,1,100.0,0.0,118.8,0.0,0,0,0,0,0,0,0.0,24,24.0,0,,0,0,,,0,0,,,0,0,,0,0.0,0,0.0,0,,,,,,58.0,64.8,,,59.3,,,,,,0,0,0,,,0.0,,0,0,0,0,0,0,,0,,24.0
Kadarius Toney,61245,WR,FLORIDA,2,100.0,0,2,163,100.0,1,1,49.0,3.9,0,0,0.0,100.0,1,0,0.0,1,50.0,0,3.72,1,,,,78.5,75.3,74.7,82.4,,75.7,62.0,,77.9,,,,0,0,1,100.0,,118.8,0.0,0,0,0,0,0,0,0.0,50,50.0,0.0,1,1,-2.0,1.3,0,0,0.0,0.0,0,0,,1,50.0,0,-1.17,0,,,,81.5,75.5,75.6,82.3,,56.8,68.0,,77.9,,,,0,0,1,0.0,,39.6,0.0,0,0,0,0,0,0,0.0,0,0.0,100.0,1,1,49.0,3.9,0,0,0.0,100.0,1,0,0.0,1,50.0,0,3.72,1,,,,74.9,65.3,70.9,74.4,,75.7,66.2,,,,,,0,0,1,100.0,,118.8,0.0,0,0,0,0,0,0,0.0,50,50.0,0,0.0,1,1,-2.0,1.3,0,0,0.0,0.0,0,0,,1,50.0,0,-1.17,0,,,,79.3,67.3,73.2,73.6,,56.8,76.3,,,,,,0,0,1,0.0,,39.6,0.0,0,0,0,0,0,0,0.0,0,0.0,50.0
Quayvon Skanes,40233,WR,UCONN,3,-100.0,0,2,146,50.0,2,2,16.5,3.45,0,0,0.0,50.0,1,0,0.0,2,100.0,0,-0.46,0,,60.0,60.0,53.4,71.9,60.8,86.1,,47.9,60.9,,57.5,60.0,,,0,0,4,50.0,,56.3,0.0,0,0,0,0,0,0,0.0,6,3.0,100.0,1,1,-2.0,3.3,0,0,0.0,100.0,1,0,0.0,1,50.0,0,0.17,0,,60.0,60.0,56.4,72.2,61.5,86.1,,58.9,60.5,,57.5,60.0,,,0,0,2,100.0,,91.7,0.0,0,0,0,0,0,0,0.0,6,6.0,0.0,1,1,35.0,3.6,0,0,0.0,0.0,0,0,,1,50.0,0,-1.08,0,,,,33.4,66.6,54.0,76.4,,47.4,59.2,,,,,,0,0,2,0.0,,39.6,0.0,0,0,0,0,0,0,0.0,0,0.0,0,,0,0,,,0,0,,,0,0,,0,0.0,0,0.0,0,,,,44.3,67.5,57.2,76.6,,,58.4,,,,,,0,0,0,,,0.0,,0,0,0,0,0,0,,0,,-6.0
Chris Oladokun,40364,QB,USF,2,100.0,0,2,327,100.0,1,1,6.0,4.4,0,0,0.0,100.0,1,1,0.0,2,100.0,0,0.15,1,,,,,61.8,65.4,69.1,,71.9,,,57.0,,,,0,0,2,50.0,0.0,116.7,0.0,0,1,0,0,0,0,0.0,12,12.0,,0,0,,,0,0,,,0,0,,0,0.0,0,0.0,0,,,,,,60.0,68.1,,,,,,,,,0,0,0,,,0.0,,0,0,0,0,0,0,,0,,100.0,1,1,6.0,4.4,0,0,0.0,100.0,1,1,0.0,2,100.0,0,0.15,1,,,,,61.8,64.9,65.5,,71.9,,,57.0,,,,0,0,2,50.0,0.0,116.7,0.0,0,1,0,0,0,0,0.0,12,12.0,0,,0,0,,,0,0,,,0,0,,0,0.0,0,0.0,0,,,,,,,,,,,,,,,,0,0,0,,,0.0,,0,0,0,0,0,0,,0,,12.0
Jaylen Samuels,47297,TE,NC STATE,2,100.0,0,2,248,50.0,2,2,29.5,2.65,0,0,0.0,50.0,1,0,0.0,2,100.0,0,0.57,1,,,,56.1,58.0,65.7,90.8,,49.3,60.2,,74.9,,,,0,0,2,50.0,,95.8,0.0,0,0,0,0,0,0,0.0,25,12.5,0.0,1,1,34.0,3.1,0,0,0.0,0.0,0,0,,1,50.0,0,-0.94,0,,,,53.6,58.5,64.2,90.8,,49.9,57.8,,74.9,,,,0,0,1,0.0,,39.6,0.0,0,0,0,0,0,0,0.0,0,0.0,100.0,1,1,25.0,2.2,0,0,0.0,100.0,1,0,0.0,1,50.0,0,2.09,1,,,,78.9,71.4,79.6,80.6,,58.4,88.6,,,,,,0,0,1,100.0,,118.8,0.0,0,0,0,0,0,0,0.0,25,25.0,0,,0,0,,,0,0,,,0,0,,0,0.0,0,0.0,0,,,,72.7,71.9,73.3,80.9,,,75.4,,,,,,0,0,0,,,0.0,,0,0,0,0,0,0,,0,,25.0
Aaren Vaughns,61782,WR,UTAH ST,2,50.0,0,2,329,50.0,2,2,41.5,4.15,0,1,50.0,50.0,1,0,0.0,2,100.0,0,0.97,1,,60.0,60.0,35.9,27.6,62.2,86.0,,76.0,56.2,,74.1,60.0,,,0,0,2,50.0,,135.4,0.0,0,0,0,0,1,0,0.0,29,14.5,,0,0,,,0,0,,,0,0,,0,0.0,0,0.0,0,,60.0,60.0,22.7,24.1,55.2,85.9,,,48.7,,74.1,60.0,,,0,0,0,,,0.0,,0,0,0,0,0,0,,0,,50.0,2,2,41.5,4.15,0,1,50.0,50.0,1,0,0.0,2,100.0,0,0.97,1,,,,56.4,67.0,70.1,78.4,,76.0,68.9,,,,,,0,0,2,50.0,,135.4,0.0,0,0,0,0,1,0,0.0,29,14.5,0,,0,0,,,0,0,,,0,0,,0,0.0,0,0.0,0,,,,31.6,62.9,52.1,78.0,,,54.7,,,,,,0,0,0,,,0.0,,0,0,0,0,0,0,,0,,14.5
Shawn Stankavage,26668,QB,VANDERBILT,1,100.0,0,1,333,100.0,1,1,-1.0,3.9,0,0,0.0,100.0,1,0,0.0,1,100.0,0,0.25,0,,,,,60.3,61.4,67.4,,60.4,,,,,,,0,0,1,100.0,,91.7,0.0,0,0,0,0,0,0,0.0,6,6.0,,0,0,,,0,0,,,0,0,,0,0.0,0,0.0,0,,,,,,60.0,66.6,,,,,,,,,0,0,0,,,0.0,,0,0,0,0,0,0,,0,,100.0,1,1,-1.0,3.9,0,0,0.0,100.0,1,0,0.0,1,100.0,0,0.25,0,,,,,60.3,60.6,63.6,,60.4,,,,,,,0,0,1,100.0,,91.7,0.0,0,0,0,0,0,0,0.0,6,6.0,0,,0,0,,,0,0,,,0,0,,0,0.0,0,0.0,0,,,,,,,,,,,,,,,,0,0,0,,,0.0,,0,0,0,0,0,0,,0,,6.0
Teddy Veal,26490,WR,LA TECH,1,0.0,0,1,208,100.0,1,1,4.0,4.1,0,0,0.0,0.0,0,0,100.0,1,100.0,1,-0.67,0,,,,59.2,75.2,81.0,34.3,,60.4,82.8,,53.8,,,,0,0,1,0.0,,39.6,0.0,0,0,0,0,0,0,0.0,0,0.0,,0,0,,,0,0,,,0,0,,0,0.0,0,0.0,0,,,,65.5,75.4,80.0,33.0,,,80.6,,53.8,,,,0,0,0,,,0.0,,0,0,0,0,0,0,,0,,100.0,1,1,4.0,4.1,0,0,0.0,0.0,0,0,100.0,1,100.0,1,-0.67,0,,,,41.1,68.8,64.8,78.6,,60.4,64.3,,,,,,0,0,1,0.0,,39.6,0.0,0,0,0,0,0,0,0.0,0,0.0,0,,0,0,,,0,0,,,0,0,,0,0.0,0,0.0,0,,,,58.6,69.5,60.3,78.4,,,56.6,,,,,,0,0,0,,,0.0,,0,0,0,0,0,0,,0,,0.0
Janarvis Pough,25696,WR,BOWL GREEN,1,0.0,0,1,122,,0,0,,7.0,0,0,,,0,1,,1,100.0,0,-0.84,0,,60.0,60.0,62.9,68.0,60.1,0.1,,60.0,59.7,,,60.0,,,0,0,1,0.0,100.0,0.0,100.0,1,0,0,0,0,0,0.0,0,,,0,0,,7.0,0,0,,,0,1,,1,100.0,0,-0.84,0,,60.0,60.0,58.9,67.3,61.3,0.0,,60.0,61.0,,,60.0,,,0,0,1,0.0,100.0,0.0,100.0,1,0,0,0,0,0,0.0,0,,,0,0,,,0,0,,,0,0,,0,0.0,0,0.0,0,,,,74.9,65.0,59.0,78.7,,,58.9,,,,,,0,0,0,,,0.0,,0,0,0,0,0,0,,0,,0,,0,0,,,0,0,,,0,0,,0,0.0,0,0.0,0,,,,70.7,62.9,63.2,73.6,,,62.6,,,,,,0,0,0,,,0.0,,0,0,0,0,0,0,,0,,0.0
Tony Nicholson,25653,WR,BAYLOR,1,0.0,0,1,118,0.0,1,1,34.0,5.5,0,0,0.0,0.0,0,1,,1,100.0,0,-0.88,0,,,,62.4,37.0,56.6,85.5,,58.0,55.2,,71.8,,,,0,0,1,0.0,0.0,39.6,0.0,0,0,0,0,0,0,0.0,0,0.0,0.0,1,1,34.0,5.5,0,0,0.0,0.0,0,1,,1,100.0,0,-0.88,0,,,,70.0,73.3,58.2,85.4,,58.0,56.5,,71.8,,,,0,0,1,0.0,0.0,39.6,0.0,0,0,0,0,0,0,0.0,0,0.0,,0,0,,,0,0,,,0,0,,0,0.0,0,0.0,0,,,,68.7,12.3,57.3,78.3,,,58.4,,,,,,0,0,0,,,0.0,,0,0,0,0,0,0,,0,,0,,0,0,,,0,0,,,0,0,,0,0.0,0,0.0,0,,,,82.7,22.5,63.8,77.1,,,63.6,,,,,,0,0,0,,,0.0,,0,0,0,0,0,0,,0,,0.0
